feature,global_mean,global_var,mean_cluster_0,var_cluster_0,mean_cluster_1,var_cluster_1,mean_cluster_2,var_cluster_2,mean_cluster_3,var_cluster_3,mean_cluster_4,var_cluster_4,mean_cluster_5,var_cluster_5
"koszty z odsetek, opłat, prowizji i inne",-4.8906579649171106e-17,1.0002458814851658,0.037797624505596865,8.376747478603697e-07,0.03770227633379954,1.4825377758604213e-06,-0.177549946841802,5.945172799492894,0.033671713107499224,0.009030665499891127,0.035853448625689885,0.0012878134682193488,0.03152870757654064,0.0029027380594787017
zysk (strata) brutto z działalności sektora finansowego,1.0305314997503912e-16,1.0002458814851387,-0.04271546248802675,2.077433685707517e-07,-0.04242475975034844,5.912455265079663e-06,0.20919739397851583,5.945493142226836,-0.04199708513598809,0.0002242897279770668,-0.042032477433721176,0.00019476178126001643,-0.030490338921723745,0.010801827960600047
inne zyski (straty) z działalności sektora finansowego,-2.3579958045136068e-17,1.000245881485111,0.022126839829725204,0.0,0.020375560947737015,0.002454839284949899,0.021703203721055938,9.207821626637337e-06,-0.06266512173932437,3.875338253389304,0.0221268398297252,0.0,0.0221268398297252,0.0
zmiana zobowiązań finansowych,1.1353313132843291e-17,1.000245881485128,-0.11174342939971842,0.0015923746202292795,-0.050321952765082535,0.007664201442222375,0.32624990798191555,5.782446479622045,-0.004650426338041336,0.0010318745781017946,-0.10654259028165868,0.002738338523523594,0.031205539925281627,0.6175318506503327
gotówka z działalności finansowej,-2.4889955714310294e-17,1.0002458814851276,0.024205626876492897,0.0018233026574129205,0.018144823467877585,0.014250194294216742,-0.06784953903066007,5.637464267998324,0.0025116427959337904,0.0026702013955353754,0.03212221335027136,0.004220617038817921,-0.27555040588777013,3.092667247703689
zysk/strata operacyjna przed kosztami finansowymi,3.667993473687833e-17,1.0002458814851247,-0.025662346187494845,0.004465924121603671,-0.06409167095852174,0.010860811480433896,0.3973275747473706,5.571905471726735,-0.007835253558225482,0.003826821212090995,-0.17455814629499752,0.0009538921515206456,0.3035403837635697,1.6845351587248585
koszty finansowe,-5.1089909097794814e-17,1.0002458814851298,0.09217654859591509,0.0003547834026019859,0.06354765790291088,0.005171083441550366,-0.4322153816904738,5.722949224697224,0.09565476961323642,0.000663130881658082,0.08462698134558726,0.0012077548993713646,0.10196529321754566,0.4281859751699536
koszty ogólnego zarządu,-3.1439944060181424e-17,1.0002458814851232,0.08244692327307009,0.0001192934230855553,0.06723117462228269,0.0006756754486398068,-0.3746219183659509,5.761411161812401,0.0851870343526059,0.00024296700272302636,0.07917044892948519,0.00034216282742489365,-0.14786437382562098,0.5991097803776267
zysk na akcję,5.414657032586801e-17,1.0002458814850173,-0.029093747612595727,0.0004992981885568188,-0.02968959265851416,0.00032839220534038586,-0.02997615807169332,1.8045357368592253e-05,-0.030596202196231,7.47816285138419e-07,0.05738680982436351,2.906667105347564,-0.03057523717483064,3.8270518255214816e-08
źródła (pasywa),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
odprawy pracownicze,3.1439944060181424e-17,1.0002458814851263,-0.10706585396960153,0.00040440236599636293,-0.07157886952770443,0.007978823901773811,0.46197988302460596,5.503640203750108,-0.11166808610505234,0.0002595347606772999,-0.1007552357232719,0.0019898963318991433,0.30142184934691285,2.026553240443902
zobowiązania krótkoterminowe,5.239990676696904e-17,1.0002458814851227,-0.06372200661652926,4.210168892692618e-05,-0.05698583698875894,0.00014472652764974247,0.3022661078639495,5.876833751097773,-0.06544884349372716,3.3113841304891874e-05,-0.062310135254775245,6.798742574697058e-05,0.0413056265711739,0.11327636286966253
zmiana gotówki i jej ekwiwalentów,1.8339967368439164e-17,1.0002458814851252,-0.06121662663886157,0.0003593613039478798,-0.02365553432797233,0.0020012298688939618,0.16954086596809412,5.92305545556777,-0.0025469418645308398,0.0003533245312794738,-0.0590382991002679,0.0004137811232876792,0.09264411604869854,0.32846662098155704
zysk/strata z działalności operacyjnej netto,5.327323854641852e-17,1.000245881485121,-0.08959471586475902,0.0005756549394131563,-0.07442686023349447,0.0010208248370178691,0.38503090688167163,5.517193696873247,-0.09148589040480554,0.0001246927031470864,-0.08360218894784871,0.0006259460465601768,0.31418678212691076,2.7245415252119725
netto YPP (w tym zabezpieczenia),-2.7073285162934005e-17,1.0002458814851232,0.16306530830978294,7.712533140633104,0.009310090430358879,0.00750802528522067,-0.18253341051163394,1.0331851380483588,0.013484555922744612,0.00032208514529520003,0.028747175814548966,0.0008580569741775266,-0.055460648685362414,0.6937309329337259
netto pozycja walutowa,-2.881994872183297e-17,1.0002458814851254,0.157194358217719,4.553448239803167,0.04055169402530466,0.004844313570452954,-0.30669011649639344,2.947983152646416,0.055426394825675615,7.76476666212384e-05,0.05292264196773358,0.0005401044233712839,-0.12299029569385807,0.672115003086161
netto monetarna pozycja aktywów/(zobowiązań) walutowych,-2.18332944862371e-17,1.0002458814851234,0.12439684823486263,2.650554321260408,0.025944989180668537,0.002723337435670786,-0.20517281168614906,4.2302868755022836,0.02066090275329981,0.0005652871571291072,0.04522002097721575,0.00028101419520989854,-0.14015513505183774,0.4365282687821524
koszty sprzedaży i dystrybucji,-4.017326185467626e-17,1.0002458814851172,0.10875940069246764,0.0004778596579251841,0.0890301423757604,0.006868227171230278,-0.4812253511493883,5.275472529278116,0.11299721719774913,0.00015641168575101095,0.1058554041618925,0.0009035872232297295,-0.3559556991410964,3.979946320927012
przychody ze sprzedaży,3.929993007522678e-17,1.0002458814851276,-0.11614744434906774,0.0020580419337790723,-0.09318074104055951,0.006023046155459123,0.5133469352690975,5.205603272825602,-0.12331234346807639,0.0001664954195903746,-0.1113979620573189,0.0017121414561337503,0.3802429239046974,4.228826519493695
koszt własny sprzedaży,-3.493327117797936e-17,1.000245881485126,0.11171006323242785,0.0026443609877225154,0.08989005240825707,0.007440863757240186,-0.49658326161089866,5.236107720517173,0.11899026978421763,0.00018382339707556937,0.10739267214841121,0.0020911234117086813,-0.3510470033278271,4.143584066318857
wolne przepływy pieniężne,1.8339967368439164e-17,1.0002458814851212,-0.08152735953473775,0.0007278558084818613,-0.035013003023599686,0.006003340864973038,0.2192154744881953,5.561473016478511,-0.0039442030003663375,0.0008000173492344992,-0.0828235174326817,0.0016492437500021603,0.29658149507035103,3.3699329284728616
zwiększenie kapitału,4.017326185467626e-17,1.0002458814851793,-0.19985240720828223,0.13612791995223067,0.1335077832851476,0.3998633971684775,0.36527869435252613,5.348213085265284,0.01136077802560221,0.039414207190520495,-0.166605074283683,0.00782749594152993,-0.01622397324319745,0.0026868610768262568
rozwodniony zysk na akcję,2.9693280501282454e-17,1.0002458814851536,0.05481093837897569,3.2182393553066717,0.08259122343663557,5.343783721916603,-0.02912163272863757,0.0001386173009382605,-0.03215188183085694,0.006175487545918128,-0.0032218449717825084,0.2292803474211107,-0.02798487529783186,0.0005907611561252006
zysk/strata,6.375321989981234e-17,1.000245881485126,-0.11243352695546008,0.001787385436136224,-0.10898430013766669,0.01681662827944917,0.48880827012023537,5.0161079869785405,-0.11866879750990603,0.008178923658587042,-0.10834675244734104,0.002218713807799018,0.560239233913675,5.9228403390437245
zysk (strata) przed opodatkowaniem z działalności kontynuowanej,3.667993473687833e-17,1.0002458814851287,-0.1056271258059466,0.0012682974770248038,-0.10189884885490108,0.013360759663939936,0.45887551566373,5.144349902569984,-0.11124289524604535,0.005165068745711388,-0.10234153800389362,0.0014426448904827863,0.5337643971080785,5.151686868278672
działalność kontynuowana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
przychody (koszty) podatkowe działalności kontynuowanej,-4.36665889724742e-17,1.0002458814851212,0.059685020304308375,0.00045688599693336537,0.05640411822259432,0.007632999945618813,-0.2584350498119273,5.717888820284646,0.06215515700128987,0.00035520835262403845,0.05943762997199338,0.0010686064863085017,-0.3234224265745637,1.704623496541483
zysk na akcję z działalności kontynuowanej,4.672325020054739e-17,1.0002458814850872,0.05419563425066113,3.2148703127965983,0.08089647409511329,5.338736344344945,-0.02964835371652434,0.00013915561346567989,-0.029437377838774037,0.010580847631985859,-0.004250892964940525,0.228810641710455,-0.02849423330042939,0.0005901408440176201
rozwodniony zysk na akcję z działalności kontynuowanej,4.846991375944636e-17,1.0002458814851611,0.05495064238762938,3.218495643426108,0.08278877963397505,5.344193656260127,-0.02895821157581428,0.0001384482786217924,-0.03201826905987878,0.006174224569754443,-0.003513412169904718,0.2290677799692864,-0.027856273573573682,0.0005913723610567447
suma pasywów,3.493327117797936e-17,1.0002458814851247,-0.08997677457906879,0.0001293213490312649,-0.07516888230755556,0.00036276718423141116,0.4186537202739945,5.739920275657049,-0.0935148658411234,0.00014714012618998823,-0.08773935737250937,0.00013622674743070956,0.11383235449031126,0.42167257772558714
suma aktywów,4.017326185467626e-17,1.0002458814851243,-0.08997677457904525,0.00012932134903100836,-0.07516888230755145,0.00036276718423141084,0.4186537202739983,5.739920275657044,-0.09351486584114291,0.00014714012619010858,-0.08773935737250525,0.0001362267474307094,0.11383235449031526,0.42167257772558664
wypłaty dywidend,-4.977991142862059e-17,1.0002458814851607,0.12076645320650745,0.0006044604135939649,0.05160330721893788,0.004324905582006807,-0.3559388083570568,5.771100275081225,0.005402523237139884,0.0006387875637630429,0.12329548065496886,0.0004302267319622715,-0.14875354761313042,0.4993706508919051
zysk (strata) brutto z działalności handlowej,8.73331779449484e-19,1.000245881485123,-0.12851522437003363,0.0004119396332078338,-0.10164840878857441,0.003130295816269866,0.5525232951360785,5.077101447553721,-0.1343222929167891,0.0001500187823831015,-0.12190332138849279,0.0008913702113803167,0.5005693091276217,4.874768678343452
inne zyski (straty) z działalności handlowej,3.493327117797936e-18,1.000245881485138,-0.04036643458360999,0.0,-0.040845629574068155,0.00010195476046280688,0.04251693661871113,1.1430537050922909,-0.011138509677056692,0.23197366688880408,-0.04036643458361,0.0,1.0358212902572026,41.79626660588594
zobowiązania długoterminowe,4.672325020054739e-17,1.0002458814851207,-0.11790633953047408,0.0009954677105367307,-0.09621436351206916,0.00280911973783787,0.5594551632533513,5.5141737156432695,-0.1256098761740134,0.0001559516151733286,-0.11858067857182147,0.000511403285267476,0.14746904083696932,0.9368677749842138
pozostałe przychody i koszty przed opodatkowaniem,2.794661694238349e-17,1.0002458814851423,-0.10190487315886301,0.004372801584616165,-0.05756922936213412,0.15833659854537324,0.500594269150516,5.190990170529284,-0.10051620308687538,0.008783259905422072,-0.09869151036038226,0.0035008161740670445,-0.38220925595542166,3.5440753773076388
wpływ różnic kursowych na netto gotówkę i ekwiwalenty,2.1396628596512357e-17,1.000245881485124,-0.07770548376109646,0.0006979994003738235,-0.02890922679960418,0.003457339864190718,0.20489105146505582,5.726632269811237,-0.003067654014300539,0.0006308633860088045,-0.07444125782834309,0.0008771566416892567,0.19588967140977004,1.9670540393228964
sprzedaż zagraniczna,0.0,1.000245881485135,-0.10027317099198788,0.00024208948284341853,-0.08579497811240423,0.0018896131457208916,0.4292620107802868,5.366776313758689,-0.10246469739913029,8.738853194739481e-05,-0.09385373953885925,0.001081075440387044,0.3893532118290626,3.660184755023695
sprzedaż krajowa,1.7903301478714423e-17,1.0002458814851105,-0.0920313098452704,0.0004753329391143171,-0.07095428699344687,0.003138120083031384,0.3944629791141089,5.196191695656476,-0.09624656219558904,0.00022533365961551152,-0.08714280296405777,0.0009863016489604019,0.35634667899474143,5.645112069177379
udział w zyskach/stratach inwestycji wycenianych metodą praw własności,3.667993473687833e-17,1.000245881485227,-0.05043399097829275,0.0007484235090243576,-0.05094266657975752,0.00042444048184685137,0.24613357153469634,5.866551513334685,-0.05193919413017543,0.0008588923604247855,-0.051493716912315135,0.0004700665125465903,0.04793277683440332,0.5400298412507605
kapitał własny,7.859986015045356e-18,1.0002458814851258,-0.13855400689599615,0.0007831722152561661,-0.10627863463137478,0.0032930108447110223,0.6225561273633347,5.311516308615483,-0.14460911331665843,0.0014972005062322648,-0.13272408532925745,0.000893689522013207,0.2880464082471834,1.8773013725006928
