feature,global_mean,global_var,mean_cluster_0,var_cluster_0,mean_cluster_1,var_cluster_1,mean_cluster_2,var_cluster_2,mean_cluster_3,var_cluster_3,mean_cluster_4,var_cluster_4,mean_cluster_5,var_cluster_5
przychody przyszłych okresów (z kontraktów z klientami),2.794661694238349e-17,1.000245881485111,-0.00227496675423199,0.009913136446850204,-0.02276663140627334,0.01760761416641216,0.2702998958149421,5.861451738866062,-0.0011872313700590418,0.005733936675658137,-0.12449377864382073,0.0013879486034352058,0.039327766313831954,0.033138770785765284
Ertelenmiş Gelirler (Müşteri Söz.Doğan Yük. Dış.Kal.),-2.2706626265686583e-17,1.0002458814851394,0.04556884405457752,0.712545716362938,0.005511521654942875,0.3147458028061928,0.30683248124720963,5.148537240115472,0.0018966550257202462,0.026845181344818544,-0.1671924237939729,0.0003798515911450627,0.02148221379296538,0.03414042432647171
odroczony przychód (koszt) podatkowy,2.4453289824585553e-17,1.0002458814851185,-0.017760421935085875,0.0014458089721678298,-0.003860595807937763,0.028067918651973,0.08497187000634608,5.898671841843287,-0.0166411083233615,0.0012332333823311128,-0.013698343749329113,0.003451867153080542,-0.16401455914541155,0.5916063142069534
aktywa z tytułu odroczonego podatku,1.0479981353393808e-17,1.0002458814851056,-0.0874108852308266,0.00039652486615380063,-0.07187063009004878,0.0022930496057589228,0.41251930891657934,5.738557538437679,-0.09063164984050581,0.00016104488342137197,-0.0857295578954293,0.0005451038363704843,0.0551320657563503,0.4920842298164182
zobowiązania z tytułu odroczonego podatku,2.794661694238349e-17,1.0002458814851,-0.1657684396522476,0.0013898887219897169,-0.12878340809270863,0.01787307327761297,0.7194898897269828,4.259438521810938,-0.17193837361916117,0.0017021342312826752,-0.15599125779685338,0.003487087103757784,0.523648412318056,9.994362093339006
należności z działalności finansowej,1.2401311268182672e-16,1.0002458814850568,-0.04284579602137215,4.913639531331141e-07,-0.04235021606718219,2.7650850054213496e-05,0.21207358540353866,5.944825808413109,-0.04271048486769639,1.0189030652415073e-05,-0.04285374704235747,5.479187680186516e-07,-0.030962811925550764,0.010108786507557635
zobowiązania z działalności finansowej,9.082650506274633e-17,1.000245881485178,-0.043130916717346264,7.324251992347085e-08,-0.0427879458656699,1.7371913377860467e-05,0.21296838017813785,5.942829709580985,-0.04304584857546695,3.7695075907726426e-06,-0.04313864407086827,3.4518303645958263e-08,-0.024597112337079455,0.02477564683454838
zobowiązania finansowe,4.8906579649171106e-17,1.0002458814851198,-0.0822697393748015,0.0003103673382585443,-0.06675379112622329,0.0012635587799254742,0.38112788929102986,5.796842841875825,-0.08600177869404119,0.0001227843961079389,-0.07779298938250834,0.0004712703509843946,0.06764195016521332,0.22846552114654067
inwestycje finansowe,6.986654235595872e-17,1.000245881485167,-0.08202301125020285,0.0002989739127618778,-0.07282921413473785,0.0021701030322380482,0.37367814683519374,5.715089248905369,-0.08279963632701151,0.00035116815356923855,-0.07713340653069907,0.0022953501034963246,0.1144421250592505,1.014377445664058
zyski/straty z lat ubiegłych,2.3579958045136068e-17,1.0002458814851263,-0.10964562216870082,0.0032371726982486125,-0.10536417016141424,0.01648115840977552,0.511470524434231,5.476956260732845,-0.11113564223658505,0.008154938540247663,-0.1108074880185145,0.0014411382926973564,0.2457277425104548,1.5949262900594718
agio emisyjne,8.73331779449484e-19,1.000245881485092,-0.12454546621847622,0.01563523127852393,-0.03889685798330992,0.09759335908054471,0.5600756028492861,5.430487894842017,-0.13654375780210623,0.018986113223167043,-0.12100474370089047,0.011834869893735053,0.033809345100688636,0.5554682149808442
rezerwy ze zysków,3.1439944060181424e-17,1.000245881485125,-0.1407527282836456,0.0016039382753772473,-0.11079404824271696,0.009816537209461912,0.6569867289936733,5.403897606149516,-0.15082255793930563,0.00023359691536984427,-0.136186523557972,0.002965272286349869,0.161956304087109,0.508352498894315
zmiany w rezerwach,2.2706626265686583e-17,1.0002458814851223,-0.12728016447372065,0.0003525115730321787,-0.04977135448547563,0.005804065998038561,0.362781805756237,5.736606011320644,-0.006684714964090973,0.0019356247364839731,-0.12497627130747949,0.0005695415396943646,0.16277886991748758,0.7307184555467487
korekta kapitału udziałowego wzajemnego (-),-6.899321057650924e-17,1.0002458814850888,0.020409455427076263,0.018671713779405442,-0.09827884962233244,0.7943532849801829,-0.09953027520997469,5.316257885815116,0.039086646050308815,0.025373662046030847,0.02914864898400533,0.008128904843352373,0.2884824319658367,0.6453631621310202
aktywa z tytułu prawa do użytkowania,2.9256614611557716e-17,1.0002458814851138,-0.015110678425248426,0.0013989720478019315,-0.03585054269142396,0.0046205285923193035,0.253842388063722,5.890855068507939,-0.004547176649829582,0.0005302629399999266,-0.10648163089165988,0.0002189071243409629,0.050376621681843044,0.14115391875589392
rzeczowe aktywa trwałe,8.73331779449484e-19,1.0002458814851214,-0.14593952964275425,0.0005670342890917887,-0.10646734744866077,0.005239477880781621,0.6501705869032274,5.253324398064253,-0.15216541016190055,0.000414541288004725,-0.13674101419598175,0.002262914743354969,0.26057453463254826,2.02305107670932
wartości niematerialne i prawne,4.0609927744401006e-17,1.0002458814851318,-0.10564582291387602,0.000607177179013266,-0.09480564352902981,0.002132855750685492,0.4346875260007908,3.74611207808491,-0.10892403065352856,7.439306915630074e-05,-0.10445875993733685,0.0007546764936696896,0.7255645928001666,18.635944370810456
zobowiązania z tytułu kontraktów z klientami,7.161320591485769e-17,1.0002458814851785,-0.011365840199066668,0.0023983498177214116,-0.031240909174433142,0.02554175632422538,0.24764094782541313,4.502119943662064,-0.0009062359027375044,0.003958333264585472,-0.12750990752456873,0.0003623692485481849,0.41352916952936397,12.977492600979005
zobowiązania z tytułu kontraktów z klientami.1,4.672325020054739e-17,1.0002458814851083,0.0039501460703827715,0.022638421804154242,0.0005668823672579883,0.18127463891186596,0.2121179709819072,5.788446980891125,-0.0015772128457903995,0.005874899690076401,-0.10351943504438593,0.0004675094720158746,0.005723696854517211,0.016237885352849046
aktywa z kontraktów z klientami,3.929993007522678e-17,1.0002458814851134,0.014470520498221577,0.0432236899628488,-0.030772374610250123,0.03752667779328758,0.25344430268183327,5.663533235244305,0.014878745702625186,0.11728892756969896,-0.12938908125142284,0.00013197550803951196,0.009554755849714346,0.03181566111551211
środki pieniężne i ich ekwiwalenty,2.881994872183297e-17,1.0002458814851232,-0.0980461021318065,0.0005234864263540982,-0.08062308214751848,0.0015551914064240318,0.4398637499921768,5.567559665722745,-0.101903141802362,8.357725378311588e-05,-0.09659021431751734,0.00033411809599792034,0.2892544042156504,1.7382325607046958
inwestycje w stały kapitał,-2.881994872183297e-17,1.0002458814851212,0.20191285240756898,0.00195223774425933,0.06421035267075008,0.0114816407185816,-0.5596991032779144,5.470025639210882,0.007728890379327456,0.0017023272534077726,0.19478725802096608,0.00195005254134283,-0.2070662959299819,0.8563627364436897
aktywa trwałe przeznaczone do sprzedaży,6.811987879705975e-17,1.0002458814849906,-0.035740498947527205,0.0003427775200651995,-0.03167139195009088,0.0010623399991164131,0.1712561002569339,5.955473143024983,-0.036835793634032464,0.0001755404467718356,-0.034585897680405556,0.0022852995966907317,-4.8736356442539e-05,0.030944612346135724
zobowiązania związane z aktywami trwałymi przeznaczonymi do sprzedaży,1.3973308471191745e-17,1.0002458814852144,-0.02717975496895983,8.966653638439323e-05,-0.02621220924906707,0.00027567668251351915,0.12584753005498742,5.964381616148258,-0.027132954079857694,9.776200554880087e-05,-0.024343895411272215,0.005807056103128015,0.003632753204938224,0.03942127930894314
zapasy,3.711660062660307e-17,1.0002458814851083,-0.13417474006366273,0.0009460470077724139,-0.09758248805333246,0.0052191548906914435,0.5895785082066883,5.255344619334682,-0.14131273070668712,0.0005095905214511596,-0.12579415346674622,0.0017123308254607245,0.3369241381706209,2.8179338822824382
należności handlowe,1.0479981353393808e-17,1.000245881485123,-0.12834030909139685,0.001640884682586428,-0.08686474008875501,0.007444845612080407,0.5731500097460894,5.472806293003284,-0.13955954953305788,0.0007808529549521637,-0.11649738123170023,0.005573098871383597,0.18518563995614232,0.9795116674451199
zobowiązania handlowe,1.6593303809540197e-17,1.0002458814851256,-0.11914837012482307,0.0007552489117522469,-0.09305851213421411,0.004513828634935898,0.5256656791747554,5.307185134297699,-0.12625035289844794,0.0007467531979778692,-0.11202247592044635,0.0029729148278373322,0.3360032003939269,3.1346876742409573
różnice kursowe,3.929993007522678e-17,1.0002458814850854,-0.03262998904894831,0.0018159404630856987,-0.026342089811456727,0.011094719895068035,0.11164376214507903,4.129980620712343,-0.03562368593413899,0.0027293528212422114,-0.029842305890579318,0.0067272710117986505,0.4010963735357221,17.275262335201425
nieruchomości inwestycyjne,2.4889955714310294e-17,1.0002458814851833,-0.10192452872871093,0.026004445323438884,-0.0770129611808056,0.020705930819266194,0.5174241360084866,5.474350292542544,-0.1230821357885169,0.007035656637551379,-0.10674905580175746,0.012158165156689802,0.06431883480496482,1.2794566376969483
przychody z działalności inwestycyjnej,2.9693280501282454e-17,1.000245881485117,-0.2312301969195545,0.0037382220956834167,-0.021540138569865405,0.04931021575417365,0.6224105794796079,5.1661246373575835,0.001095190582181778,0.0068473100695251666,-0.22653185431724635,0.002538402180379035,0.0138024911235906,2.442707393861673
koszty działalności inwestycyjnej,-2.9693280501282454e-17,1.0002458814850999,0.09933058149194705,0.005839716115898409,-0.01609984314278611,0.6358453970708259,-0.19881938975845448,3.7830924157962613,0.001521273122277585,0.0017926775139372308,0.09788897760531082,0.00419796662821098,-0.5362880265510506,16.139354442464516
rezerwy na świadczenia pracownicze,3.056661228073194e-17,1.0002458814850932,-0.0875775764394644,0.0009497422473060355,-0.004833738947883505,0.07341081786289572,0.235721314538401,5.126656085365265,-0.05742774092449556,0.006757418860398821,-0.09085473950638544,1.025917420697861e-05,0.9257789047808421,6.118199210135065
kapitał wpłacony,1.5719972030090712e-17,1.0002458814851118,-0.18887835983741608,0.03216818622280387,0.07223750818441405,0.07717482672517936,0.8032774334509621,4.925075120319747,-0.24495225423116926,0.0024879848879930705,-0.18574688259133607,0.0197470399392839,0.27211676242834076,1.1069856252406127
inwestycje wyceniane metodą praw własności,6.637321523816079e-17,1.0002458814851105,-0.07271958327887819,0.002442737447703591,-0.0705099228130972,0.0018360074602069786,0.36071251537217003,5.8035444966854355,-0.07854876186782607,0.001094691911492507,-0.07451027312704328,0.0031725069005138504,0.05450226804264121,0.2607232428352145
zmiany w kapitale obrotowym,0.0,1.000245881485125,0.06481544455623368,0.002152052578039918,0.00911093406803677,0.02644654241198351,-0.12249227463550136,5.66847800264526,-0.0018450134714905254,0.0027889076317229493,0.05671090822955431,0.00838364657850065,-0.35876125281919213,2.4186686645227713
wartość firmy,4.36665889724742e-17,1.0002458814850919,-0.07138441717671593,0.00015034956274576248,-0.05852860946833086,0.0068051923726585245,0.30114548382445744,5.333721873609697,-0.07256184900138572,0.00013354528652624449,-0.07068499171811762,0.0012544561428196827,0.3729677615110475,5.055951178258322
pozostałe wpływy/wyjścia gotówkowe,-6.986654235595872e-18,1.000245881485106,0.0257371382983118,0.0,-0.0003564287494585851,0.022356014911376735,-0.0692462389304852,5.9763819005624885,0.0011776764902945275,2.8950699164200638e-05,0.02489047716528688,0.001194517891454643,0.00250222177900253,5.895777209366684e-05
zysk przed korektami,3.929993007522678e-17,1.0002458814851227,-0.16588456578257305,0.0018428708911600352,-0.07523831041976377,0.02338483790447153,0.43368536231189314,5.041840852664817,-0.009021202618304178,0.009874532967047888,-0.16189565318062737,0.002324764208971252,0.6304672018485297,5.881722174168098
korekty,2.0523296817062875e-17,1.000245881485123,-0.1005163369624948,0.0011764004713173191,-0.022231853267846553,0.010698028344127255,0.2633282760145862,5.776531090763309,-0.0010671461843984435,0.005659524173004,-0.09819474953954038,0.0011758046487700088,0.17064859981602934,1.0072480085801663
gotówka z działalności podstawowej,6.54998834587113e-18,1.0002458814851254,-0.12416111185799342,0.00018868501967559474,-0.04598317142050664,0.0042228697751647256,0.33537907020369584,5.6572739882894165,-0.005149538831143044,0.0006841786713599771,-0.12270409856165712,0.0004667727217044459,0.31290234884675555,1.6484926599632561
wpływ różnic kursowych na gotówkę i jej ekwiwalenty,3.493327117797936e-17,1.000245881485079,-0.015072264246438124,4.944864452887639e-05,-0.006982735845472853,0.0004134302066737624,0.057121963555223566,5.908280391329004,-0.0008801183772851504,6.394809805420278e-05,-0.015299077111990479,0.00026329448785747704,-0.0965741665179061,0.8199070296712702
gotówka z działalności inwestycyjnej,-2.0959962706787616e-17,1.000245881485121,0.1288763938107631,0.0009210373257834565,0.04521121491607205,0.006357644139563336,-0.3551689439044805,5.767960548684051,0.004790872082625633,0.0009770764555208553,0.12510276978207588,0.0010780709336939453,-0.19075982284715648,0.4707824169357972
netto gotówki z działalności operacyjnej,1.5719972030090712e-17,1.0002458814851223,-0.11580600024603714,0.00020990309478001158,-0.04422148584957792,0.004063884851695169,0.3160845165476389,5.697743455513742,-0.004817199024677416,0.0006249539775435676,-0.11448049747940987,0.000541591978668511,0.27004564360110084,1.4593269338269663
zysk operacyjny przed zmianą kapitału obrotowego,2.9693280501282454e-17,1.0002458814851212,-0.14354812621962568,0.00015271513953778862,-0.04974696885906887,0.004486073439151248,0.37564091179848247,5.492502786336921,-0.004913559836409109,0.0007460022076863766,-0.14015702631977553,0.0005407540111329764,0.40656699854523665,2.752346845924179
przychody finansowe z działalności pozostałej,4.846991375944636e-17,1.0002458814851118,-0.09813820692661826,0.00040050527301371624,-0.07853964535306829,0.0018827964743964574,0.43824275605917345,5.606609501716432,-0.10096522776001118,0.00018502193282413993,-0.09504922826535304,0.0006821400366400229,0.248652671646366,1.4020325325667675
koszty finansowe z działalności pozostałej,-3.187660994990617e-17,1.000245881485127,0.09221831190658343,0.0003547853090218092,0.06357071377255848,0.005169818243581693,-0.43230702888447914,5.722851050683182,0.09567545192478469,0.0006635272475186712,0.08466504482253132,0.001207665419398133,0.10139990408809449,0.4282362645242839
koszty amortyzacji,4.8906579649171106e-17,1.0002458814851243,-0.01713752454593796,3.470191596892572e-08,0.12682206493878787,9.163708337748263,-0.009034326918400079,0.0006105653307989513,-0.017173045827890757,9.584085666216058e-08,-0.017073755509612272,8.175726306189137e-08,-0.01375650170504205,0.00015115671532295547
udziały jednostki dominującej,4.7159916090272136e-17,1.0002458814851254,-0.13516245455592127,0.003297216971338191,-0.1336986573191696,0.030401474063600987,0.5965480765435439,4.621974090572737,-0.1438233458262303,0.015095349250363743,-0.12949248374331127,0.0039925707392213525,0.6081451050323939,8.012829049531526
koszty badań i rozwoju,-7.423320125320613e-18,1.0002458814851414,0.09234257263848296,0.003069289949692092,0.07270434879763658,0.008880295356325766,-0.4505556063094188,5.738711082489943,0.10007288525469746,0.0001663222788553017,0.08924286702464067,0.0031567433290166642,0.06348062696285638,0.022322763871447188
udziały niekontrolujące.1,7.335986947375666e-17,1.0002458814851383,-0.03987188835047308,1.154419388605108e-05,-0.03308858292374376,0.0018692311592045851,0.1543586092248893,5.523502799398527,-0.03961438576461587,0.00010476895359856864,-0.03952073029878258,7.626430465140024e-05,0.3287879335628377,4.127621968493931
zysk (strata) brutto,3.4059939398529876e-17,1.0002458814851234,-0.10363435758829498,0.0001788361341253507,-0.08587916057961104,0.0013541104539888684,0.45721446174448066,5.507420798580868,-0.10721420564645393,0.00011132839834961358,-0.09902993771188183,0.0004178817889120966,0.31585442708055234,2.1105586428252976
działalność zaniechana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pozostałe przychody operacyjne,4.104659363412575e-17,1.0002458814851252,-0.14191505619078362,0.004595033556292012,-0.1139504588078853,0.007973688393092829,0.6624457959559586,5.342714610572647,-0.15800449432602134,0.000639714292597147,-0.1298539136729712,0.0056526646056117924,0.11849455634290651,0.9648011631457303
pozostałe koszty operacyjne,-4.2793257193024714e-17,1.0002458814851245,0.10561607010702695,0.000916251536179408,0.0714334752914417,0.033520283390887036,-0.45785107905151573,5.453116341698244,0.107272359306815,0.019617573567145965,0.09711838787572445,0.0015976323896550015,-0.1962255191961981,2.188351803722857
gotówka z innych działalności finansowych,-2.0959962706787616e-17,1.0002458814851183,0.17311065200917353,0.0023460626093829554,0.052020981185441774,0.01791855734939278,-0.4581290071697834,5.157182002321725,0.005744938850938876,0.005452510747396526,0.16836179455851147,0.003193339640725796,-0.3773484330749324,4.8722330297972105
pozostałe przychody i koszty.1,6.24432222306381e-17,1.000245881485159,0.13193315176181594,3.13680984322401,-0.00011723473696629998,0.0,-0.0437477499597697,0.7527834194688761,-0.043340211796070394,1.9597688073985797,0.013609137961733023,0.11430707400483785,-0.0001172347369663,0.0
wzrost gotówki i jej ekwiwalentów,-6.113322456146388e-17,1.0002458814851245,0.026177286200573406,0.00028720850115148674,0.011451746036230961,0.00015746594968019762,-0.07959076562999148,5.98723563155061,0.0011517787403569372,2.769141585548253e-05,0.026052658548436743,0.002023833309992291,0.002447196553947046,5.639325584845751e-05
aktywa trwałe,4.803324786972162e-17,1.0002458814851245,-0.11104646899248921,0.0004081287411949471,-0.09155685834293796,0.0012538939068024275,0.5146316484515183,5.585123223020948,-0.1157180818421526,0.0006099480696528235,-0.10853072272685832,0.000386162521471442,0.1616162475145861,0.8194248519148642
zysk (strata) netto działalności zaniechanej,7.859986015045356e-17,1.000245881485096,-0.03935989327311873,0.0022075754093947566,-0.040679691194365514,0.02382862224231208,0.17297810693853172,5.855473187186261,-0.04169079903998458,0.023613069941796707,-0.029339079771917118,0.0172411760923503,0.029536729548168335,0.18114967157348477
zysk (strata) netto za okres,5.327323854641852e-17,1.0002458814851227,-0.11299256173855034,0.001786494749691489,-0.10956928434577899,0.016790020391755506,0.4912680096051182,5.013243061686968,-0.1192596033084185,0.008179627703131714,-0.10873903640770086,0.0022006182928702035,0.560182108288473,5.922416216453723
stan gotówki na początek okresu,2.576328749375978e-17,1.0002458814851234,-0.10405406236243397,0.00021713418326339354,-0.039952053844418335,0.002266960904163625,0.2924906456945104,5.828783754092413,-0.004353926366136891,0.00041499478671534393,-0.10387940279460871,0.00010933795638245453,0.1841009432178714,0.4710480587177877
rozkład zysku/straty okresu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stan gotówki na koniec okresu,3.4059939398529876e-17,1.0002458814851223,-0.11229289986441426,0.000262764562873621,-0.04229774240222316,0.002658837364850188,0.31102099843249864,5.782986028248842,-0.004536927906001801,0.0004481126836874275,-0.11142231540113594,0.00014958657352148253,0.22168540746312596,0.7380669647720293
aktywa obrotowe,4.8906579649171106e-17,1.0002458814851267,-0.0733871715956826,7.881621180545272e-05,-0.062194249916691584,0.00024641440521218247,0.3429644980437703,5.831862578918328,-0.07605163911571333,4.7018858256373864e-05,-0.07138330061696112,0.00012156463333701324,0.07744877202704054,0.22723629174772367
zysk (strata) z działalności operacyjnej,3.449660528825462e-17,1.000245881485124,-0.10024463471165267,0.0010460575111191025,-0.08834471152426801,0.005480675088062607,0.44433332159645206,5.479190553302533,-0.10632550661605325,0.0030847136570259963,-0.09334962152715387,0.0010874586515797631,0.30923844826596103,2.4331696733060686
pozostałe przychody i koszty przed zyskiem operacyjnym,5.239990676696904e-17,1.0002458814849777,-0.081330906655634,1.6472155125970496,0.006485936223330398,0.10925022886779304,0.12002527348716123,4.868627629539089,-0.018744238824409162,0.0017412366316938003,-0.019827242035566364,0.0020729484332358966,-0.032621656293248695,0.0038347592519381753
"przychody z odsetek, opłat, prowizji i inne",3.84265982957773e-17,1.000245881485098,-0.041497269616867345,5.557530998104256e-07,-0.041340238170213615,2.3354588195449e-06,0.19767305313548167,5.9419149297272265,-0.03823145962744078,0.005568624836939808,-0.03984898645105738,0.000938374117720739,-0.032964114817610794,0.005324952663502937
