Nazwa,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
DEVA,-0.19430118848188266,-0.28361061276812866,-0.7228991856044761,-2.0382888939626826,-0.8392307047414087,4.369364318469791,-0.678453885345638,-0.7005531511644298,-1.268100870199611,1.1774419252964299,-1.4105731340032863,-0.29126920621078944,0.6554707302430622,-0.41081884662918366,-1.076201674003905,-0.27790617440899856,-0.020985822344323075,-0.17646873246223943,-0.565657209558697,-0.23185751409325422,-0.14955616904554705,-0.047038812572877016,0.1717966942263976,-0.613260726401959,-0.34817782779218986,-0.3612239669820493,-0.511246292749952,0.0055539689490328925,-0.1949467604503051,-0.24479295135844184,-0.09109196516819636,0.09031702457857137,-0.2864590261168455,0.34096701773882726,0.5756449276306153,-0.5054656076162165,-0.046608267923019454,-0.49599736934448824,0.8423865625510338,-0.028482734463298166,0.4237972688934823,-0.7406820757209135,-0.40416635952335944,0.28281968693391785,-0.09659128766558286,-1.2366440774825722,-0.29316102683472794,-0.396496937302074,-0.15793999247205226,-0.9180439544848942,0.4125091695458057,1.3370007673575883,0.5523025518239963
BMSTL,-4.785465806990421,0.909810953551495,-0.7483413897503298,1.2148965845312893,-0.4415101874136761,-0.48895038408255753,-0.2801783731884076,0.021588468239651555,-0.2208789873887239,-0.1884123359108774,-0.4634510080343665,0.018147091234653027,-0.14041878272119224,-0.07387092994126268,-0.6254291229700755,-0.16424437463715713,-0.08296567987453915,-0.145580002695967,0.006569097917955832,0.08137051480509817,-0.12157794203650013,0.20897423846697227,0.039917689997815406,-0.34940131213407727,0.057701095564920965,-0.0635958768872171,-0.13307733144147185,-0.0038766333743793513,-0.12683934322243776,-0.16957385034750397,-0.07540664137470973,0.09827649048564602,-0.39433508930349237,-0.21258384725725038,0.13553810377258138,-0.01790355684890446,0.09922160553486502,0.1609447797871326,-0.07282864366319951,-0.0841167837692838,-0.026265097220959432,-0.22305840056373877,0.10454880896696077,0.07294716083860754,-0.08136541502733884,-0.2160770197699031,-0.15919858484548413,-0.03772125911067938,-0.08504187998436606,-0.18159891224266186,0.15660551898215935,-0.07251591859967028,-0.07052210973025179
KORDS,1.461620353844015,-1.1565276904550212,0.0007738052017249301,-0.3075933842873123,-1.6445497654845758,-1.0793001253373873,1.673586035499097,2.1782109909610488,-2.289945404961289,-0.08848534776397692,1.8942808399277986,-1.5750179408367209,0.49173418410355535,-0.40897006221478854,-0.37168405444079516,-0.5165846274257537,0.6310887045758804,-0.4579291520013595,-0.6887478497680873,0.48122433899478895,0.11443455190740828,1.0486496236211929,0.19840229243911403,0.21081816527795816,-0.1230427399377426,0.43643389438604946,0.31512953318958753,-0.059718870344978726,0.05425428110331298,-0.20208649357414488,-0.10606784775823841,-0.109226544444289,0.1458890733456337,0.04553296563970238,0.0007247217147769914,0.5105110690877566,0.3862757549431623,0.9007192510458428,0.5348502829167047,-0.5131586869947821,-1.089776820120442,-0.6626084697396416,-0.345310969397382,-0.003438245218999819,-0.05865247880342015,-0.6767109910605711,-0.09282267673544532,-0.10599839703835588,-0.0646552431987403,-0.7178478403402401,0.6623206531996252,0.13438426928199634,-0.609415628637956
TKFEN,12.686844912349445,-2.2754368527691247,3.6171722800842074,-10.072503422354266,4.227200702655025,0.49289719560201156,-1.6247295330682354,1.7043546202642343,1.7612028590118898,-0.15871089400779678,1.06293821323282,-3.3289390764410363,3.8527121638473023,0.0865948491337153,-7.021469678565499,-1.3441942720733344,1.8239464981659117,-2.038693041700124,3.1419964916504513,-0.7859692326599623,-0.7035815492420875,-0.47501297726667374,-0.759920306941894,5.599817557443218,5.8861372184829035,3.1597321564304575,1.0332568240861357,0.04893436219367865,-1.3423515079443094,-0.6316387891048304,-0.4963941601238676,0.34964902771999073,-0.23034494846305445,5.77476704692458,-0.9992118687427798,-1.3402446094471088,-2.018750293211927,7.705804209908301,5.734640205667819,-8.717598351680255,0.2873789690118334,3.509323849218889,0.5301570164817224,-1.7819041513365834,-1.7420151380558124,14.998832669950147,1.5470915289947507,2.689116259936311,-0.07460027332385252,5.8633076286579655,2.732980751981689,-4.541466368776664,0.16217742311384709
DURDO,-4.539396262733459,0.7917856291335204,-0.6730692021223068,1.1514767371944248,-0.46224615342033587,-0.43024731739630034,-0.3174109904450431,0.08737526484953735,-0.13356552679218664,-0.1262441412792513,-0.4691685133480072,0.03881877732444136,-0.04781382495765799,-0.11015686541876757,-0.6024368002961085,-0.13434354164442888,-0.08413244127477716,-0.14584201894893356,0.04442386319756253,0.09143857222940951,-0.1108489120318418,0.22407721461128235,0.0955347677729166,-0.3012688434174159,0.025739844963298217,-0.027092212000935,-0.16573330783093967,-0.00731013688041684,-0.10160631072169105,-0.19757422682953393,-0.07654736579603717,0.1351438600228999,-0.35869792078738444,-0.3221337261191974,0.07347477199298971,0.019757720639279858,0.055772665418253785,0.23854730927608997,-0.07088503899101199,-0.1773306945728124,-0.09403084391592743,-0.22837463427070206,0.028784040320627292,-0.07441729578690669,-0.031560094925940044,-0.18534855238476625,-0.1077249768746768,-0.03602070237696255,-0.07880842053023472,-0.21970151537002905,0.11620405125079973,-0.04413159959538922,-0.050214131983607864
TUREX,-4.525793281413435,0.8530230675989726,-0.6763181304961023,1.0818351159856219,-0.46182592862295546,-0.5427762218174907,-0.378851337213892,-0.010979792580853171,-0.3937043795898833,-0.42597103799993885,-0.5296485789327553,0.324560344818084,-0.6388366900699608,-0.244413161185712,-1.181844618553263,-0.44183663493723646,-3.372999944506441,-5.150494725660107,-0.18768681624555936,-3.6857776743410766,43.22828536599827,-10.267547774069973,2.718326062397533,1.1185498508945606,1.0683410270137303,0.8744631351760933,-0.06421590692212858,-0.19108677570258978,0.10258610056511179,0.5072685978256041,0.4515056184305911,0.03606978207980656,0.4246996413556328,0.09877487136547519,-0.056532611065825994,0.5159820374755006,0.16769414679985728,-0.09166580422707879,-0.1867740345167896,-0.47674508954134,0.549874861632201,-0.6790905437289848,1.1510429153326607,2.2313466918640312,-1.2442572485348793,-0.5870312588936849,3.6696849657219373,-0.20932423010734863,0.2457330317690613,0.30094082109104303,-0.12675483981247979,-0.007262387846603548,-0.21430270558261225
DOAS,10.860194796718853,-1.9898576218012216,-0.18987751460207744,-3.626479290178816,0.6743466611218663,5.0842354515223995,2.2568241436436747,1.4757790472582335,4.7406466619116685,-1.5802243364399977,-2.7180659815260784,1.0921079207443294,-2.9115310733719255,0.3503703763929758,3.6589180588903143,-1.1668237004949786,6.3081572849248735,-4.236166430158219,-2.572908357347811,-4.548567067649176,-1.7206916174528057,-4.375605414387302,-1.875618943754079,4.222030740454702,0.1139860596744049,-3.773342895892996,4.778838027390987,0.22314345427343008,1.1147867266096085,0.888011273835007,-0.6720214234179785,-2.452053074592795,-0.11715610480601386,-4.459552697926942,2.2799115321571684,9.478636556582037,-2.201199436270654,-2.0642596151117263,-0.42716005145396924,-2.7607147592971804,1.3422147495327676,-4.691428327165485,-4.1023860681160595,2.5501359049792978,-2.2777356477802506,-0.22924511236901998,-0.5931838121835541,0.3080328638365917,-0.31937358166669894,4.549971013117334,-6.168179325098999,-6.845787042854965,3.8851931921728338
OZSUB,-4.849926796489617,0.9489925931455694,-0.78895056300921,1.2793721491388395,-0.4937490899587345,-0.5483330319665889,-0.24537394311439623,0.1723184042288862,-0.3765592955167352,-0.4486218869970541,-1.6914750020413925,0.4305537827911273,12.081972305571197,22.558147415591456,5.685444114322775,-2.5379555260371145,-0.9659574088088113,0.4844704046630703,-1.0733947071521779,-0.10245599206219612,0.40185179518763176,1.2376866692410784,-0.3519186267293455,-0.29976193785155214,-0.23957721267674115,0.437805979278299,0.45211288598682103,-0.16729015646057363,-0.4514770252626494,-0.05352702223050121,0.21716681179871,-0.06260187867703525,-0.378798385467383,-0.06782648705613704,0.14565777093240445,-0.28267014632422766,0.5495764620936513,-0.22680357048367908,-0.907541758636585,0.500458896378043,-1.1489664421683345,-1.689081624295721,1.4111737347781967,-0.27846266188309954,0.09220896920761709,0.24708999140971272,-0.24845591871910783,-5.101194556431084,-1.2536702206628756,0.7250156058131081,0.8665396879694249,-1.109977544204697,0.5621280392536404
AKSA,2.418292799313697,-1.0122976417637908,-0.49057506589098654,-1.5737322866071837,-0.29602765973227213,0.33516731174571646,-1.1930496166383238,1.5043204008355442,0.566759399587406,0.8200460216109589,0.5666321755880973,-0.3689155971272485,0.5859105536819261,-0.4869803812553899,-0.027958380658994142,-0.47272013233437576,0.5832310225356622,-0.5803042741852263,-0.7382196899225968,0.12600726214259209,-0.14415525946625463,0.12460961140485205,0.40430091430291387,-0.3682283304364544,0.035966329022355074,-0.6366987263607274,0.11166934377749399,0.10243606105608162,-0.00017519676089481267,-0.27239274100045063,-0.31562932644784575,0.08335601409420774,0.3651282072822324,0.29608157952874375,0.4427862661702211,-0.3056722545655222,0.03871281685749757,-0.5314919348023499,0.9555628282387117,-1.218607715914188,1.2172530966541828,-0.0606799516662454,0.3878633807328134,-0.4821236702193227,0.12788179647652423,0.07226064235952982,0.09563395682314839,0.07441427614169671,-0.11616714033849389,-0.26104980448782933,-0.10870251767350249,-0.5263713955173477,-0.25201188785983364
KAPLM,-4.764339050762908,0.9527841153074306,-0.7495308864337231,1.1625945480872761,-0.43358778178630125,-0.7755859992468105,-0.37812459355806444,0.1466671946143793,-0.2616900053100734,-0.07937442388239223,-0.36211871255603023,-0.05174499242509302,-0.020538053737460805,-0.08938543944148533,-0.734236916982807,-0.17228925884712423,-0.08808073725049623,-0.16010054249485386,0.029662973611082236,0.19732647821747518,-0.09121884405156344,0.26469198677173744,0.07628759041224843,-0.30736152323360477,0.00561608179418995,0.03400267832369081,-0.17669065107058413,-0.012500242466910134,-0.09968685065145694,-0.19461274346224822,-0.0679247165511393,0.09754109876790117,-0.3908804903151931,-0.23194391220490246,0.0669475647845465,-0.04468287433812091,0.07279547401480477,0.2539917062527736,-0.03173822502420844,-0.15899587790870226,-0.11037782894726389,-0.16538828167075023,0.038652481481759204,-0.10334523443250677,-0.005724400738345504,-0.19469143302174194,-0.10023412819113056,-0.0613877549821379,-0.0836370643924487,-0.2976369552131328,0.23349718864182228,0.06305361397469383,-0.14858197803954118
