Nazwa,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
TATGD,-3.4998338605907904,0.8534106158272451,-0.9060005636451016,0.3412716837114201,-0.01370985553737109,-0.3714082665193571,-1.4732433468476829,0.4083126676513679,-0.4910796552614293,0.555309600025655,0.4689268371470633,-0.4256252337585526,0.49472055363585427,-0.2235270230467425,-0.57424750593136,-0.28815089191026794,0.10978909291144036,-0.29650455326180347,-0.4119913240967703,0.13898448450256332,-0.13113935001464067,-0.011424146970934008,-0.0859254177658668,-0.7638981989355661,-0.6591769251266616,0.009301637090790937,0.0004865342993986095,-0.107515357771345,-0.6178555205530449,-0.4273642593473253,0.014176877659650328,-0.08723495061819525,-1.5424262563425786,1.1389005624709474,0.06305948984788014,0.7807785959911835,-0.7305096182584783,0.36919191742092106,-0.3236172009947194,-0.2995129153475969,1.9155160796189423,2.1767439891243057,-0.46893911303743174,0.09627505616334464,0.3175616949234596,-1.4278977616161168,-0.07202397148226546,-0.29211924948592904,-0.08050159369030864,0.1383544841034259,0.06515451877866518,-0.7131110423602527,-0.22886513151536703
ERSU,-4.948112890449904,0.9938993693401097,-0.7134828284025269,1.14793636134479,-0.38976649072807085,-0.5153272469917971,-0.3267938581112867,0.02127218393275896,-0.213017934170684,-0.19702300833345165,-0.4921511747762779,0.03781364279374045,-0.16908608275815745,-0.028815808531128806,-0.6883583936456991,-0.15079376822588436,-0.08282371949049568,-0.1462639216824345,0.050601904776639325,0.1081393718128964,-0.11420250284165157,0.22309152436700608,0.12144311729592111,-0.31849210650795623,0.035781895113391374,-0.017318049964423186,-0.1560568437952963,-0.0012548627032150691,-0.12721755203382,-0.20757806620839495,-0.08687993295606086,0.12155491305433634,-0.3868562045791654,-0.21896404877629114,0.11333561752688817,0.040938661254348134,0.031175982368854844,0.20546164726362198,-0.0818888215190111,-0.1195117295076691,-0.08824215818246894,-0.23056276070498755,-0.01665158100455127,-0.04968827259963321,-0.02564092968043425,-0.27564566973113547,-0.10800319343614337,-0.04754823748685259,-0.07968035052798828,-0.1820265954196947,0.08502838698465892,-0.11195248862911644,-0.07017128193908705
EGEPO,-4.811926974570306,0.9697454464540536,-0.7011829292438331,1.032460679178044,-0.4275655919635711,-0.466380514513348,-0.3326127792941052,-0.022616347888923343,-0.2076882591954569,-0.2757920635605675,-0.39608581174482604,0.03355432976331474,-0.202225958387326,-0.03842137323007802,-0.5800950441962374,-0.13631917629021212,-0.08899721101033925,-0.13824869648106786,0.05019632296678587,0.049496550167459845,-0.10946230693427479,0.17431933157759688,0.04448591378267201,-0.32548140555582833,0.008113834826913845,-0.054998238612724445,-0.16666736326711087,-0.0030424155144812455,-0.12648646858119572,-0.19396422130407276,-0.08209186616629462,0.09641642270654299,-0.39821078188460646,-0.23382335106283458,0.09866061676970628,-0.03969028578001662,-0.0017710025559339532,0.21294089664501478,-0.05750415767723722,-0.049983782140006476,-0.09272667579915975,-0.2207664648757556,-0.01755364622174863,-0.08201359180921398,-0.010084748544256415,-0.23132879372412649,-0.09634651604586643,-0.04104586832734199,-0.07967154216061402,-0.2000212421574963,0.1596406063202315,-0.05009160032383553,-0.06757526263458925
AKFIS,0.7416827692364476,0.34559674771864984,0.5927165783326503,0.43085836602513333,0.45228743802389015,1.6236597467915126,-3.1758681347906093,-1.0688697697308696,-0.8755695903163189,1.026259731924865,2.3774886995250855,4.172169546599131,-0.13534748185726042,-2.5575947236780734,7.95815148918877,-1.2719462960959675,3.771315061974441,-2.4977798459358374,-0.5349002342969097,-0.4073658936753856,-0.36175217350976013,0.3703990818740407,2.9289682327999325,2.2343618902813303,-1.5381413002345639,5.482824456281168,-3.8316926321238727,-2.0275237039006564,-4.09682153789237,0.5377616776937792,3.001268089579303,1.2180767420370422,-9.31539500034531,-7.412463782116647,-4.250666919901664,-4.180835301274487,27.097968909489595,-12.54065624583351,4.185784194136509,0.054291259343968466,-1.178409135482534,5.5554785942656135,-2.9291311346628017,1.7343145833726699,-0.8687985518760387,3.5175139738663104,0.5190428905114775,0.34738538933897595,0.34675856292467205,2.9063466574951184,-1.1326112754297726,-1.930623654070131,1.1682646027823824
MAALT,-4.797492226388951,0.9970182409743639,-0.672692109704234,1.031266968670324,-0.3196752498495077,-0.11576336809484096,-0.37820515577151154,-0.0746347380168608,-0.22194756118303097,-0.2674455999818641,-0.6337235414720213,0.18798046916268782,-0.21169475545062788,-0.037385373981875705,-0.6247867350639782,-0.15331045828378784,-0.0834994192739077,-0.15371390410201302,0.1727779154212775,0.37503065132109964,-0.07563566107447875,0.30936893009201677,0.04797563795890604,-0.294793272649883,0.12067920965613296,0.09628978801444456,-0.11283614907099888,0.05314346532445663,0.09556209552533146,-0.11311404647230847,-0.07176204062339582,0.11629594059527988,-0.3728047217591359,-0.15044195423456833,0.0782203792665017,0.0497323911053051,0.034332139317170524,0.35448156455209034,-0.09742538516917151,-0.0021696325962746402,-0.2652946669280093,-0.18147155839233317,-0.10406393583520808,-0.05062452463448947,-0.004296807909021239,-0.30768311486188105,-0.1126964213047606,-0.06855266591585966,-0.09103169560388633,-0.047536642905383605,0.2100822037694386,-0.25689858776019947,-0.25075915963707945
ARMGD,-4.241306259882067,0.7758376966605824,-0.9244002104096223,1.2664388354699812,-0.28937172626774277,-0.1514768963653236,-0.40917889308691785,0.16501455220650135,-0.2804839281326828,-0.31796162960587854,-0.1543637484962891,0.08477356670358163,-0.254679852761172,-0.1306813101158745,-0.21806761258250434,-0.1991568937193582,0.007427548871430228,-0.21876912396270998,-0.23904544720476661,-0.4094797717890701,-0.14631372449614605,0.23329478520589764,-0.3027619385547404,-0.07291854340966165,0.11522426293855312,-0.32334055192528743,-0.05526375444236034,-0.3586997780730013,-0.0885884776737305,-0.22453678976248662,0.21620406292068237,0.1598199941005191,-0.38281651173676745,-0.16610388972018017,0.03982909879154995,-0.5265405280121812,0.12468532013053209,0.08416929801491131,-0.13318355473532156,0.1998431008258318,0.18450558273462636,-0.1581321360732697,0.43324503759120325,-0.07524164938280416,0.060469851164236484,-0.363240459267358,-0.18813733828348322,-0.07086049262322432,0.0019266492533068064,-0.1897611583288402,0.3204386345786476,0.21681156783550085,-0.5593054494585279
AVHOL,-4.922100590046835,0.9792039793823908,-0.7253119971701081,1.1424218668456305,-0.4354619319041052,-0.403832817382486,-0.30032841546176314,-0.04630733497348302,-0.17974743248046987,-0.25685785247849774,-0.5929116706849618,0.06236115284282048,-0.25681099431415266,-0.007288670197291792,-0.7527637857088157,-0.16451151695652363,-0.0561615376283812,-0.19141797261797203,0.08191637174173078,0.07530714075137071,-0.15139900765018074,0.23716184166153803,0.15064083885635177,-0.40589696349397403,0.036503727037273656,-0.06085086439900647,-0.1496053538931156,-0.002461955718769405,-0.18323590964970968,-0.2876019929349316,-0.1270260115199912,0.16842362582897938,-0.521126650306113,-0.3154308469126527,0.18168835899026853,0.11134276987055079,0.040498968877067526,0.3119733408351726,-0.18475824780025488,-0.20991761582276203,-0.08784520126726592,-0.4292988504369664,-0.0337513411029291,-0.055401691639481304,-0.06489532496129256,-0.5273198919535342,-0.20561030325709886,-0.06676587200684517,-0.16523316002730154,-0.3038259643723588,0.11336395870625164,-0.39582168422082786,-0.03613752881788335
KRTEK,-4.30302924077848,0.5518315284203905,-0.6964702250023894,0.7749109725351209,-0.773308302189497,-0.2479507773427094,-0.4152142476604113,0.16346676430595233,-0.20047015769029064,-0.06959979860034039,-0.44071708836796114,0.16936739233255652,-0.17771171483537013,-0.01748065224399127,-0.6818474748679755,-0.1515026674846941,-0.1520050753112395,-0.11028143925574163,-0.07614880800684279,0.0683627246066918,-0.1413476786045247,0.1486159995799446,0.06242094725391909,-0.17955125080419848,-0.08210985066507742,-0.11274959219583973,-0.23689272236350623,0.05583217867111473,-0.02536261459936917,-0.18670297671943972,-0.10563299782878863,0.1558398182939275,-0.2573630291433427,-0.2639388649647544,0.15143545995465346,0.07058436721740785,0.14374001820272983,0.2695969887650483,-0.23198307944805743,-0.2285820272099049,-0.08484455093753299,-0.17882123935783856,0.1605613200655473,-0.1006041014389684,-0.00045838188622562273,-0.29573224764881745,-0.08522235348318898,-0.04256336892413552,-0.07105150179515732,-0.35442645337821777,0.13105563962431618,0.07062307841179466,-0.046628541891043464
ASUZU,-2.3548882604170487,-0.18705258250928133,-0.7953256867972426,0.08783217080830985,-1.3069452299495532,0.17670754510280165,-0.11788959757274425,-0.01696279814384931,0.2365738141769215,1.1025121882986582,-0.19455238150016496,-0.06443008559079315,-0.3073661697936055,-0.03350960087379745,-0.5291207537114303,-0.18269008676625947,-0.14122846519532606,-0.35024253016094714,-0.5398335729754596,-0.22014063783874718,-0.1212073463798182,0.42479811481906715,-0.173171685543803,-0.1642543316679751,0.04137779448515195,-0.39759980783647725,0.11272579658727519,0.026725927949298137,0.13528030846428588,-0.1295263485052301,-0.09522324861220235,0.12178365544842308,-0.2474766855987422,-0.7816775874091891,-0.05986309241936998,0.13084807436195212,0.2342923279289542,0.011691760712559172,-0.3823591384172711,-0.19906598269014508,-0.12692223277421116,-0.30386629883881006,0.12830132592956262,0.04509577018170429,-0.08967293543848812,-0.33403754821169446,-0.11517549497612764,0.010985849915342174,-0.10335881656041378,-0.06291429483890114,-0.42333196266856904,-0.45108126392730946,0.33945187218585354
BORSK,-4.65100418187173,0.9104082605440245,-0.8062286296147877,1.0407772819432264,-0.3600068600484655,-0.4707264695185394,-0.28917392015149435,0.03313317478176868,-0.17380017705928028,-0.2232724973638594,-0.4299747870932158,0.07368827198354028,-0.2699005304263628,-0.09388154212203616,-0.41427309228314896,-0.09419762098032007,-0.17967212907597732,-0.07354791777321092,-0.009836832952720535,0.013401625624886577,-0.1332650949237862,0.13342656887729643,-0.05886006854735222,-0.36364976425753787,-0.05232737427203252,-0.025700166173346035,0.04762582745175676,0.004720099444096632,-0.10805754355422673,-0.17348776781686528,-0.1220096032282705,0.04462639969770393,-0.29253054217624597,-0.19577835215114717,0.1678752058852445,-0.05181400364768892,0.03338136441495588,0.16813630638397895,-0.05094777635697585,0.28002365810283536,0.10747590921546606,-0.46340229668227095,-0.10078538587410825,-0.13124659805775843,-0.041124605030337415,-0.08362891877895613,-0.2020091096524642,-0.02342088186348854,-0.18286798505758503,0.4345450380033046,-0.1733820079952385,0.21273494758895878,-0.06501669579660302
MACKO,-4.79668557456428,0.9371001565538332,-0.7356818097916712,0.9997531298517113,-0.3758868245993543,0.07128785554755764,-0.19720298009150886,-0.08466570447932927,-0.09576399389310129,-0.42820274162689653,-0.8388131834124132,0.17956926442024682,-0.2925685105973983,0.0005735648949584488,-0.611674686704951,-0.14909680185546967,0.06679558720404087,-0.2258754255935659,0.09243511697702637,-0.07661293994358999,-0.16883492627754368,0.06123504943304435,0.14766144196289355,-0.2997586418975738,0.04344831709708969,-0.14418274410102022,-0.10832772598236014,-0.016805353804942604,-0.15623140816746448,-0.21500511444990256,-0.0850206190602138,0.14714867341761653,-0.3832887672663125,-0.3109182931963708,0.2508190789672132,0.22364407358981855,-0.009806641487819531,0.12658026215373977,-0.24958676937223623,-0.16664018869320252,0.026250820283037737,-0.39568542531929485,-0.12111116584703378,0.07688010971092926,-0.10169306416139014,-0.36767945681515163,-0.13041696573177777,-0.005568527101080185,-0.09114529900963778,0.06876112344946049,-0.14651262262505768,-0.4058940730774317,0.1547443899214043
OTTO,-4.950758355273819,0.9855747555166304,-0.7330181561614579,1.1780175376579947,-0.4441951268049811,-0.5157587351898614,-0.29723843110136877,-0.018257636752006076,-0.1931427794676385,-0.21960564721653586,-0.4933193736939269,0.04182219064969129,-0.15416449568732551,-0.0047951234585408165,-0.6138026920040798,-0.1430346793156131,-0.12744769227573283,-0.31801106800510054,0.10587823609568285,0.07887992704182123,-0.14617698270598212,0.2028547488495446,0.12268126715166851,-0.3295403987858795,0.035969253267563166,-0.02830765873851711,-0.17199670611338305,0.0002777046911455898,-0.12727374438616715,-0.2030936704364134,-0.08758274911644535,0.12737763081883816,-0.39566815708227693,-0.18531828110558748,0.12706287451327924,0.052944547799551094,0.04530248143973043,0.22385266381540428,-0.07477040127354884,-0.13590553250915785,-0.041828079281223535,-0.24328470184498582,-0.01871411782389349,-0.01759052502052706,-0.04658596663497326,-0.2664269212065615,-0.10145733950192361,-0.03898927029190992,-0.08673826439162906,-0.14341216616346045,0.08474684828219872,-0.10596954730702293,-0.05106986722961741
HUNER,-4.388360356395141,0.733349958357971,-0.4846605099811059,0.9938533345807546,-0.21681211321488578,-0.45950628707779095,-0.44101621565185206,-0.15056011482444875,-0.4489392937830174,-0.14201655001304733,-0.2713288171091454,-0.08196594704673048,-0.37145892186935453,-0.2576526241655153,0.14763366498106997,-0.04075501703250631,-0.6837307094985003,-0.18557475862128164,0.16506282297851754,-0.5403978313372637,3.825675052770183,-0.810403375904271,0.01709550482219186,-0.3531421854498628,0.047670371991871414,-0.13130605524239464,0.029971343245007238,-0.06604861749983111,-0.03869789161783502,-0.1155044262766472,-0.07620844217758216,0.012941154244441437,-0.12404996243346958,0.011250691426094549,0.1446775966464174,-0.4743604283722212,-0.13576035033645478,-0.16345227520672387,0.2115892300854927,1.9027712888395543,0.5075684331625963,0.10928427541536483,0.7321156176893214,0.6513531654552223,-0.5001581141777884,0.4491744698384389,3.111975970838621,0.08165147599832318,0.11929876722326183,-0.2735742885597897,-0.2693760116470358,-0.019900239852970316,0.03251877607751902
ZRGYO,-0.9978995789780698,0.8466840765874183,1.1490708328693018,-3.694788679116438,4.548318585763646,1.7296843149101466,-1.4716176993272894,-2.075898784493134,1.6562331497805671,-0.6045698352474873,7.4874468851075875,-1.04566263084741,-3.2724118861959055,-1.402948485825558,11.180124288740668,0.020105537351730898,2.876297998594712,-1.628687842397417,-2.303396396350169,-2.0971600171600384,1.1592859300155294,0.7581580305071787,-0.5459875187555444,-1.5783037642299569,-2.517942436191415,-0.7288962363678761,3.709597415317158,1.2259455783330848,0.9839807570586292,-0.29635021340461815,-2.4940048771243384,-2.5399335782961985,3.8528926284278624,2.2622723148237425,-0.173268033044679,-1.2737212165133243,-2.892557747469475,-2.1891544924395894,2.6984860680624148,13.512943147951377,-2.2090761732052204,6.695616803349323,-3.5002680680715925,-6.475827082369004,3.3338965795359115,10.05557321022445,2.9187119622558644,2.0544568144263753,0.5518874840284839,-2.6720539505874035,-1.2173512749288156,-0.8771793862794041,3.1083565080458144
PATEK,-4.8597666958316745,0.987019373510702,-0.779949090627537,1.1458398308573279,-0.47084099047561806,-0.30785096054538297,-0.23101727380955936,-0.043041326959666386,-0.14295249992460338,-0.2894539562631585,-0.4946569347368086,0.11859716992335056,-0.24673185208361104,-0.040404121091065344,-0.5310631408859015,-0.17736436226643343,0.05804180711835383,-0.24232990424419157,-0.010783524943956489,-0.13950730175679973,-0.1711541308985526,0.12079157729794622,0.027056482060038956,-0.111394736881793,0.13110319549743601,-0.0854811735158753,-0.18922989578301871,-0.10364846422847311,-0.11255487444965899,-0.1962108489802942,-0.013077697342496326,0.17391428615569463,-0.3470004112850405,-0.3063872652826685,0.11377006494135852,-0.04345982428687444,-0.06064858810948556,0.21655191116571365,-0.1445492793676725,-0.13631444871654128,0.08076833025278103,-0.42207316096970077,-0.038479374512668085,0.016005845299237684,-0.08543722141258712,-0.23302125044150807,-0.15669027123094628,-0.0012288568710297797,-0.05986743572002826,-0.050260949165372264,-0.08329634668132997,-0.26321401133180583,-0.0583214251680062
MRSHL,-4.44085588394079,0.8333615663009805,-0.8495906649166028,1.3398361717491347,-0.6324209930210893,-1.5621179080363237,-0.5196547248262583,0.24370751096005022,-0.4364701246386017,0.29215094127267793,0.290208882021268,-0.38390917944078173,0.366513294263063,-0.22585324344318308,-0.8774173034109214,-0.20344167835530919,-0.2607265187998495,-0.09336366260404666,0.005357069162625949,0.4615643876722988,-0.01029503789172391,0.4651795623998523,0.02119460852731926,-0.2636393165346554,-0.0161493908554158,0.22609602742705565,-0.3278620783352897,0.023665303843114303,-0.03653414814277699,-0.14608724402106388,-0.05354011457879974,0.13815095443015604,-0.4286200227966567,-0.13161592149524057,-0.056117957355433,-0.41297634832028823,0.14574271590275897,0.4047975446244601,0.2726944371544199,0.03505407675521669,-0.20814088062023808,0.026317376988043924,0.20443671639254768,-0.39089257355708995,0.11856334862701086,0.05493012535305424,-0.07354903102846021,-0.12302867435174926,-0.1615533219154464,-0.26796043864790525,0.6369646243250434,0.972163786258171,-0.44898840436609455
